Constant,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,Training_R2,Testing_R2
38.1447,-0.1653,0.0435,0.224,2.0699,-24.0446,4.3156,-0.0047,-1.7858,0.6169,-0.0123,-0.9864,0.0229,-0.7051,0.9782358281319662,0.9753263211379287
