Constant,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,training_adj_r2
38.14474755190292,-0.16528975516178213,0.04352456484898487,0.22398228804297998,2.0699010777716587,-24.044618655747026,4.3155811247600155,-0.004716416506010481,-1.7857702886222233,0.6168711597004866,-0.012275576108252147,-0.986398696825409,0.022932040659967914,-0.7050577505412431,0.9782358281319662
