Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,Training_R2,Testing_R2
3.009,-0.9319,12.9879,10.3117,9.6174,-20.6923,-10.5739,8.5617,0.5262788430586256,-0.0866526639030285
