features,VIF Factor
CRIM,2.3206148181021864
ZN,2.937837678071402
INDUS,9.397568727363618
CHAS,1.1910727377780945
NOX,5.053454727997041
RM,3.2882652056381425
AGE,3.353534145496286
DIS,4.258735307118735
RAD,6.96812514147088
TAX,13.859475409315909
PTRATIO,3.1789345968641065
B,1.6524748612575808
LSTAT,2.6900105832407357
