Constant,female,male,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,Training_R2,Testing_R2
2.3595,0.5845,0.6868,1.8054,7.9318,14.0874,5.817,-15.42,-6.3842,8.6869,0.9854767551403882,0.984860239599132
