Constant,female,male,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,Training_R2,Testing_R2
5.4167,0.974,0.8346,-6.6807,14.0323,44.5683,12.9451,-25.7184,-23.8693,13.3869,0.8273962150053388,0.855427845103792
