Constant,female,male,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,Training_R2,Testing_R2
9.1828,0.6668,0.3541,-10.4477,11.3563,52.8414,9.7448,-22.3273,-29.1327,26.8052,0.9230389822506685,0.64400425506817
