Constant,female,male,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,Training_R2,Testing_R2
1.581,0.4205,0.524,3.7278,8.1989,3.296,3.4781,-10.855,-2.544,7.0522,0.9985991726422709,0.9988346380008477
