Constant,female,male,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,Training_R2,Testing_R2
4.3604,1.0916,1.0801,-7.5799,14.8186,31.7609,11.2846,-24.1576,-16.6601,13.1105,0.7358795883458344,0.679487355390282
