Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,Training_R2,Testing_R2
2.4946,1.1406,10.3761,8.7208,7.7286,-16.716,-8.7717,7.211,0.9951599588251168,0.9879285361409474
