Constant,female,male,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,Training_R2,Testing_R2
3.8296,1.0275,1.1073,-5.4113,13.2459,28.4733,9.7367,-21.9397,-15.1555,13.3647,0.9996367176705168,0.9997579628979021
