Constant,female,male,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,Training_R2,Testing_R2
0.7518,0.3508,0.5367,4.1078,9.3102,0.7326,2.9658,-10.1149,-0.5056,4.6547,0.9981316893810348,0.9985574506430556
