Constant,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,Training_R2,Testing_R2
110.2252,0.0717,-0.2055,-0.0164,0.0786,0.0007,0.0366,-0.0449,-11.0347,0.6863,0.0601,0.2751,0.987113555811992,
110.2252,0.0717,-0.2055,-0.0164,0.0786,0.0007,0.0366,-0.0449,-11.0347,0.6863,0.0601,0.2751,0.9871135558119899,
