Constant,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,training_adj_r2
34.6512131179795,-0.10376558996382673,0.04176563254974335,0.005949116839087998,2.72696531445266,-16.478914610639528,3.773503384165341,-0.0005000483310993176,-1.4013384487381444,0.27604100165075,-0.011949081127020048,-0.8611211799699277,0.009004933241887609,-0.5382414751430098,0.7477818522511137
