,y_predicted,y_actual,Relative Error
225,4.307447461298921,4.51085950651685,0.045093855156441744
234,5.86517105828453,5.560681631015528,0.05475757244771354
314,4.457883983687451,4.820281565605037,0.07518182848559345
268,4.294697976275401,3.295836866004329,0.30306752150692157
259,4.67755437188394,4.867534450455582,0.03903004293145999
139,4.559208432022008,4.465908118654584,0.020891677770462642
324,4.996630708560313,5.247024072160486,0.04772102436668874
368,4.57478394379973,3.8918202981106265,0.17548694270921603
89,5.2971737497897315,5.777652323222656,0.08316155880506908
41,3.9604627158296473,3.8918202981106265,0.017637612341028397
294,4.834322929461061,4.969813299576001,0.0272626680214524
160,4.684566979306648,4.6913478822291435,0.001445406116263941
30,4.447646245391409,4.59511985013459,0.03209352738402702
20,4.377132759848383,4.605170185988092,0.049517697919947964
163,4.459549620028188,4.499809670330265,0.008947056264964698
114,4.437540309813294,4.248495242049359,0.04449694703500358
143,4.223250893360869,3.6888794541139363,0.14486009800374136
182,6.261339228635869,6.298949246855942,0.0059708400157131025
175,7.653098487234166,7.715569534520208,0.008096751251678908
78,5.037745431221346,5.081404364984463,0.008591903069940142
313,4.703298350301915,4.820281565605037,0.02426895892095852
276,4.254855337423186,4.02535169073515,0.05701455781274169
153,6.2940800562272905,6.946975992135418,0.09398275402812144
23,4.395288133613925,4.605170185988092,0.04557530859831494
302,4.9169808411477165,5.327876168789581,0.07712178635998862
213,4.584346866685622,4.7535901911063645,0.03560326355801242
364,5.015447989995758,5.44673737166631,0.0791830691000635
245,6.730097192769989,6.690842277418564,0.005866961695377257
379,4.978413180954775,5.393627546352362,0.07698239484081368
92,4.700122050148216,4.919980925828125,0.04468693659475986
305,4.842021003402234,5.19295685089021,0.06757919573851587
126,4.5524511840151485,4.418840607796598,0.030236568384659053
203,4.590227094760577,4.941642422609304,0.07111306278271172
62,4.742535551352874,5.087596335232384,0.06782393121284233
278,7.155134241365909,6.320768294250582,0.1320038812171413
11,4.920166201873867,4.700480365792417,0.04673689048468461
88,4.71946478345734,4.948759890378168,0.046333851712354185
173,6.697382239650305,6.78105762593618,0.012339577526348292
26,4.678876232954871,4.8283137373023015,0.0309502473281541
301,4.213004224734449,3.7612001156935624,0.1201223266892232
21,5.501210770712228,5.537334267018537,0.006523625731151461
167,6.997148219139257,7.3277805384216315,0.04512039048505551
336,4.988436284041672,5.278114659230517,0.05488292579666624
286,4.2967981948355,3.58351893845611,0.19904436634195447
228,4.382947322885646,4.430816798843313,0.010803758794578011
377,4.814577856356173,4.6443908991413725,0.03664354721870291
67,4.083545213090268,3.8501476017100584,0.06062043213006825
134,5.0477447580174735,4.875197323201151,0.03539291302019017
197,3.82610352683499,3.4011973816621555,0.12492839947006669
133,3.8054813160963095,3.828641396489095,0.0060491641797593395
241,4.432778434803663,4.382026634673881,0.011581810052954875
121,5.150840373558277,5.318119993844216,0.03145465323828098
211,4.352992991334279,4.564348191467836,0.046305669784054725
326,4.978027707630787,5.19295685089021,0.04138858639323741
290,4.616428203344926,4.736198448394496,0.02528826575883245
39,5.2997574697828504,5.4510384535657,0.027752690624277643
156,6.351835200940847,6.774223886357614,0.062352336223696604
362,4.94433929119283,5.030437921392435,0.017115533785530327
295,4.570820888574969,4.77912349311153,0.04358594307864225
303,4.22325993643109,3.6109179126442243,0.1695807101132509
315,4.350202748088151,4.465908118654584,0.025908587344893843
168,7.751221584736102,6.695798917058491,0.1576246062271633
141,4.943172618994418,4.564348191467836,0.08299639108048786
8,4.7524330960724175,5.241747015059643,0.09334939621874473
265,4.635485837874587,4.430816798843313,0.046192169146939945
99,4.626400354082847,4.605170185988092,0.0046100724267153035
10,6.99377030486942,7.227662498728654,0.032360696684491846
115,4.635332509080473,4.969813299576001,0.06730248609622096
97,5.170598453729306,5.327876168789581,0.02951977675111898
298,4.738209812665878,4.418840607796598,0.0722744342273367
341,4.719577342637598,4.356708826689592,0.08328959551417378
63,4.9411942989494,4.795790545596741,0.03031903749136021
264,6.042552924908681,5.723585101952381,0.05572867656803017
