Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,Training_R2,Testing_R2
6.8801,-6.3303,19.204,29.5325,10.3284,-22.9425,-20.7035,16.5887,0.8408652135821094,0.3649974616039324
