Constant,log_P(atm),log_Fuel(%),log_Oxidizer(%),T0/S_H__T,T0/T,training_adj_r2
0.3176071348421937,-0.5312414532840439,-0.21202607530503337,0.07136724036937384,1.2748811841969792,6.591439709459277,0.7734161966664608
