Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,Training_R2,Testing_R2
0.4116,10.1613,-1.6280000000000001,9.1362,-2.9673,-1.5776,7.1293,5.5003,0.9819241203178511,
0.4116,10.1613,-1.628,9.1362,-2.9673,-1.5776,7.1293,5.5003,0.9819241203178513,
