Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,Training_R2,Testing_R2
3.9107,-3.4348,14.7448,16.7036,9.5622,-21.6343,-11.988,12.2696,0.9926650525950054,
3.9107,-3.4348,14.7448,16.7036,9.5622,-21.6343,-11.988,12.2696,0.9926650525950054,
