Constant,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,Training_R2,Testing_R2
36.1342,-0.1145,0.0494,0.0182,2.214,-14.5916,3.0071,-0.0084,-1.4155,0.2615,-0.0157,-0.7124,0.0082,-0.5139,0.997337726527055,0.9981840272385443
