Constant,len,dia,hei,w_wei,sh_wei,v_wei,rings,training_adj_r2
1.217711674210582,3.0523408699994006,8.387055668460464,2.8568696581508326,2.959185751507898,5.877821796939292,-0.0015087393871962007,0,0.954721046624065
