Constant,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,Training_R2,Testing_R2
26.1061,-0.1035,0.0256,0.0167,2.1907,-9.8165,3.5066,-0.0224,-1.0024,0.1319,-0.0117,-0.6159,0.0058,-0.4269,0.9861268625379316,0.9525582740492019
