,y_predicted,y_actual,Relative Error
293,3.6125145386052795,3.8501476017100584,0.0617205072863267
46,4.678029377297754,4.564348191467836,0.0249063351569942
165,3.8602700776567644,3.58351893845611,0.07722887584902437
125,3.3583649479470576,3.4011973816621555,0.012593339612112052
215,3.743449018368109,3.7612001156935624,0.004719530144484284
73,6.294307426730295,6.320768294250582,0.004186337212258812
349,4.359704485736493,4.532599493153256,0.03814477932099035
311,4.619219450380775,4.454347296253507,0.03701376277191926
232,3.7484530932801925,3.6109179126442243,0.03808870319493169
48,3.6717603698886996,3.6888794541139363,0.0046407274724428885
175,3.853657706586156,4.02535169073515,0.04265316358423263
385,4.427868484805455,4.6443908991413725,0.04662019606832562
84,6.777405115862035,6.695798917058491,0.012187671675091803
226,4.159679082949443,4.418840607796598,0.05864921318725334
136,5.712617461694695,5.723585101952381,0.001916218604654754
195,3.83635210989536,3.295836866004329,0.1639993925264628
291,4.681469007725138,4.795790545596741,0.023837892164946195
365,4.3593604693329615,4.356708826689592,0.0006086343496553199
128,5.5304275406528545,5.560681631015528,0.005440716151402455
