Constant,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,training_adj_r2
26.38636512330673,-0.10489803813816277,0.024095199868248936,0.014649646650995496,2.1048922831528216,-9.796612554929222,3.561856590530954,-0.023144280049207183,-1.042643136662891,0.1362593441553075,-0.01245477155502547,-0.6228287584132629,0.00581088245511534,-0.4196827333378558,0.9841901151904451
