Constant,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,Training_R2,Testing_R2
33.3307,-0.1129,0.044,0.0326,2.7864,-13.688,3.1615,-0.009,-1.1695,0.2508,-0.0148,-0.7241,0.0082,-0.4889,0.9979696731437273,0.9919265175616534
