Constant,log_P(atm),log_Fuel(%),log_Oxidizer(%),T0/S_H__T,log_T0/T,training_adj_r2
5.78075093727078,0,0,0,0,3.576250438102659,0.9320013582550579
5.7807509372707795,0,0,0,0,3.576250438102659,0.932001358255058
