Constant,log_P(atm),log_Fuel(%),log_Oxidizer(%),T0/S_H__T,T0/T,training_adj_r2
0.04929653496454334,-0.5653262527244695,-0.10807224790490955,-0.11613701167606272,0.3294605696077073,7.622659366101993,0.8483986550847216
