Constant,log_P(atm),log_Fuel(%),log_Oxidizer(%),T0/S_H__T,T0/T,Training_R2,Testing_R2
-2.1332,-0.6258,-0.4964,0.1046,3.3388,10.277,0.8789632773879954,0.8345149468665857
-1.767,-0.6185,-0.5265,0.1363,2.5062,9.7634,0.8727778368989437,0.8671859840287371
-1.8311,-0.5771,-0.5034,0.0862,2.9981,9.8643,0.8680083818042453,0.8111147568487589
