Constant,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,Training_R2,Testing_R2
169.5868,0.0542,-1.7295,0.1133,0.0862,0.4434,0.0026,0.0006,-169.3485,0.5132,0.6993,0.1513,0.9835922388030209,0.980260106991795
