Constant,len,dia,hei,w_wei,sh_wei,v_wei,rings,training_adj_r2
7.047506098232586,-13.33435367479444,22.018398307643473,47.87666634053384,11.519227861905996,17.005762673277957,-24.4993890705594,0,0.8436384721457186
