Constant,female,male,len,dia,hei,w_wei,sh_wei,v_wei,rings,training_adj_r2
2.3594954134905897,0.584477875552674,0.6867758481152628,1.805390209217023,7.931824511369969,14.087372259232048,5.817046897284713,8.686887914067356,-6.384198438111922,0,0.9854767551403882
