Constant,female,male,len,dia,hei,w_wei,sh_wei,v_wei,rings,training_adj_r2
3.8295859979503737,1.0274812590770075,1.1072979405731178,-5.411289330547959,13.245940432387712,28.473310707163815,9.73668665797608,13.364748759846094,-15.15552643149805,0,0.9996367176705168
