Constant,female,male,len,dia,hei,w_wei,sh_wei,v_wei,rings,training_adj_r2
0.7517539881970303,0.3508298685388658,0.5367112600599941,4.10776724853428,9.310187235666014,0.732572329137561,2.9658362512783008,4.6547471041151525,-0.5055552150404257,0,0.9981316893810348
