,Fuel,T(K),T_Error(%),P(atm),P_Error(%),Fuel(%),Oxidizer(%),Diluant(%),Equv(phi),Diluant Type,Time(μs),Mode_of_measurement,Species_name,Species_measurement_Error,Measured_wavelength(nm),Shocktube_dia(cm),Research_group,Data_Source,Primary_C,Secondary_C,Tertiary_C,Quaternary_C,Other_Atom,P_P,P_S,P_T,P_Q,S_S,S_T,S_Q,T_T,T_Q,Q_Q,P_H,S_H,T_H
432,CCCCCCCCCCCC,996,±1,20.3,,0.565,20.89,78.545,0.5,N2,1245,Species,OH,±5,306,5,Stanford,n_Dodecane / Vasu_2010_thesis,2,10,,,,0,2,0,0,9,0,0,0,0,0,6,20,0
433,CCCCCCCCCCCC,1039,±1,21,,0.565,20.89,78.545,0.5,N2,826,Species,OH,±5,306,5,Stanford,n_Dodecane / Vasu_2010_thesis,2,10,,,,0,2,0,0,9,0,0,0,0,0,6,20,0
434,CCCCCCCCCCCC,1049,±1,18.9,,0.565,20.89,78.545,0.5,N2,839,Species,OH,±5,306,5,Stanford,n_Dodecane / Vasu_2010_thesis,2,10,,,,0,2,0,0,9,0,0,0,0,0,6,20,0
458,CCCCCCCCCCCC,1008,±1,22.4,,1.123,20.77,78.107,1,N2,570,Species,OH,±5,306,5,Stanford,n_Dodecane / Vasu_2010_thesis,2,10,,,,0,2,0,0,9,0,0,0,0,0,6,20,0
459,CCCCCCCCCCCC,1015,±1,22.3,,1.123,20.77,78.107,1,N2,508,Species,OH,±5,306,5,Stanford,n_Dodecane / Vasu_2010_thesis,2,10,,,,0,2,0,0,9,0,0,0,0,0,6,20,0
460,CCCCCCCCCCCC,1036,±1,22.1,,1.123,20.77,78.107,1,N2,432,Species,OH,±5,306,5,Stanford,n_Dodecane / Vasu_2010_thesis,2,10,,,,0,2,0,0,9,0,0,0,0,0,6,20,0
461,CCCCCCCCCCCC,1087,±1,19.4,,1.123,20.77,78.107,1,N2,403,Species,OH,±5,306,5,Stanford,n_Dodecane / Vasu_2010_thesis,2,10,,,,0,2,0,0,9,0,0,0,0,0,6,20,0
462,CCCCCCCCCCCC,1102,±1,20.8,,1.123,20.77,78.107,1,N2,268,Species,OH,±5,306,5,Stanford,n_Dodecane / Vasu_2010_thesis,2,10,,,,0,2,0,0,9,0,0,0,0,0,6,20,0
463,CCCCCCCCCCCC,1107,±1,23.3,,1.123,20.77,78.107,1,N2,298,Species,OH,±5,306,5,Stanford,n_Dodecane / Vasu_2010_thesis,2,10,,,,0,2,0,0,9,0,0,0,0,0,6,20,0
464,CCCCCCCCCCCC,1109,±1,23,,1.123,20.77,78.107,1,N2,278,Species,OH,±5,306,5,Stanford,n_Dodecane / Vasu_2010_thesis,2,10,,,,0,2,0,0,9,0,0,0,0,0,6,20,0
465,CCCCCCCCCCCC,1118,±1,33.7,,1.123,20.77,78.107,1,N2,183,Species,OH,±5,306,5,Stanford,n_Dodecane / Vasu_2010_thesis,2,10,,,,0,2,0,0,9,0,0,0,0,0,6,20,0
466,CCCCCCCCCCCC,1123,±1,24,,1.123,20.77,78.107,1,N2,262,Species,OH,±5,306,5,Stanford,n_Dodecane / Vasu_2010_thesis,2,10,,,,0,2,0,0,9,0,0,0,0,0,6,20,0
467,CCCCCCCCCCCC,1125,±1,18.7,,1.123,20.77,78.107,1,N2,188,Species,OH,±5,306,5,Stanford,n_Dodecane / Vasu_2010_thesis,2,10,,,,0,2,0,0,9,0,0,0,0,0,6,20,0
468,CCCCCCCCCCCC,1135,±1,20.6,,1.123,20.77,78.107,1,N2,178,Species,OH,±5,306,5,Stanford,n_Dodecane / Vasu_2010_thesis,2,10,,,,0,2,0,0,9,0,0,0,0,0,6,20,0
469,CCCCCCCCCCCC,1230,±1,16.73,,0.1,3.596,96.304,0.5,N2,429,Species,OH,±5,306,5,Stanford,n_Dodecane / Vasu_2010_thesis,2,10,,,,0,2,0,0,9,0,0,0,0,0,6,20,0
470,CCCCCCCCCCCC,1217,±1,16.07,,0.1,3.596,96.304,0.5,N2,508,Species,OH,±5,306,5,Stanford,n_Dodecane / Vasu_2010_thesis,2,10,,,,0,2,0,0,9,0,0,0,0,0,6,20,0
471,CCCCCCCCCCCC,1196,±1,15.77,,0.1,3.596,96.304,0.5,N2,701,Species,OH,±5,306,5,Stanford,n_Dodecane / Vasu_2010_thesis,2,10,,,,0,2,0,0,9,0,0,0,0,0,6,20,0
472,CCCCCCCCCCCC,1186,±1,15.38,,0.1,3.596,96.304,0.5,N2,822,Species,OH,±5,306,5,Stanford,n_Dodecane / Vasu_2010_thesis,2,10,,,,0,2,0,0,9,0,0,0,0,0,6,20,0
473,CCCCCCCCCCCC,1158,±1,15.19,,0.1,3.596,96.304,0.5,N2,1181,Species,OH,±5,306,5,Stanford,n_Dodecane / Vasu_2010_thesis,2,10,,,,0,2,0,0,9,0,0,0,0,0,6,20,0
474,CCCCCCCCCCCC,1322,±1,15.52,,0.05146,1.911,98.03754,0.5,N2,293,Species,OH,±5,306,5,Stanford,n_Dodecane / Vasu_2010_thesis,2,10,,,,0,2,0,0,9,0,0,0,0,0,6,20,0
475,CCCCCCCCCCCC,1258,±1,15.31,,0.05146,1.911,98.03754,0.5,N2,682,Species,OH,±5,306,5,Stanford,n_Dodecane / Vasu_2010_thesis,2,10,,,,0,2,0,0,9,0,0,0,0,0,6,20,0
476,CCCCCCCCCCCC,1252,±1,15.08,,0.05146,1.911,98.03754,0.5,N2,713,Species,OH,±5,306,5,Stanford,n_Dodecane / Vasu_2010_thesis,2,10,,,,0,2,0,0,9,0,0,0,0,0,6,20,0
485,CCCCC,1489,±0.7,1.74,±1,0.5,4,95.5,1,Ar,145,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,3,,,,0,2,0,0,2,0,0,0,0,0,6,6,0
486,CCCCC,1426,±0.7,1.83,±1,0.5,4,95.5,1,Ar,281,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,3,,,,0,2,0,0,2,0,0,0,0,0,6,6,0
487,CCCCC,1360,±0.7,1.91,±1,0.5,4,95.5,1,Ar,603,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,3,,,,0,2,0,0,2,0,0,0,0,0,6,6,0
488,CCCCC,1304,±0.7,1.95,±1,0.5,4,95.5,1,Ar,1227,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,3,,,,0,2,0,0,2,0,0,0,0,0,6,6,0
489,CCCCC,1267,±0.7,2,±1,0.5,4,95.5,1,Ar,1845,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,3,,,,0,2,0,0,2,0,0,0,0,0,6,6,0
490,CCCCC,1303,±0.7,3.61,±1,0.5,4,95.5,1,Ar,832,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,3,,,,0,2,0,0,2,0,0,0,0,0,6,6,0
491,CCCCC,1261,±0.7,3.75,±1,0.5,4,95.5,1,Ar,1455,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,3,,,,0,2,0,0,2,0,0,0,0,0,6,6,0
492,CCCCC,1395,±0.7,3.47,±1,0.5,4,95.5,1,Ar,316,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,3,,,,0,2,0,0,2,0,0,0,0,0,6,6,0
493,CCCCC,1449,±0.7,3.41,±1,0.5,4,95.5,1,Ar,162,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,3,,,,0,2,0,0,2,0,0,0,0,0,6,6,0
494,CCCCC,1268,±0.7,3.61,±1,0.5,4,95.5,1,Ar,1296,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,3,,,,0,2,0,0,2,0,0,0,0,0,6,6,0
495,CCCCC,1396,±0.7,1.65,±1,0.25,4,95.75,0.5,Ar,255,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,3,,,,0,2,0,0,2,0,0,0,0,0,6,6,0
496,CCCCC,1263,±0.7,1.73,±1,0.25,4,95.75,0.5,Ar,1391,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,3,,,,0,2,0,0,2,0,0,0,0,0,6,6,0
497,CCCCC,1533,±0.7,1.71,±1,0.25,4,95.75,0.5,Ar,49,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,3,,,,0,2,0,0,2,0,0,0,0,0,6,6,0
498,CCCCC,1428,±0.7,1.62,±1,0.25,4,95.75,0.5,Ar,153,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,3,,,,0,2,0,0,2,0,0,0,0,0,6,6,0
499,CCCCC,1397,±0.7,1.75,±1,0.25,4,95.75,0.5,Ar,232,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,3,,,,0,2,0,0,2,0,0,0,0,0,6,6,0
518,CCCCCCCCC,1204,±0.7,31.84,±1,0.4,4,95.6,1,Ar,205,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,7,,,,0,2,0,0,6,0,0,0,0,0,6,14,0
519,CCCCCCCCC,1133,±0.7,33.85,±1,0.4,4,95.6,1,Ar,416,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,7,,,,0,2,0,0,6,0,0,0,0,0,6,14,0
520,CCCCCCCCC,1194,±0.7,38.71,±1,0.4,4,95.6,1,Ar,201,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,7,,,,0,2,0,0,6,0,0,0,0,0,6,14,0
521,CCCCCCCCC,1249,±0.7,41.76,±1,0.4,4,95.6,1,Ar,98,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,7,,,,0,2,0,0,6,0,0,0,0,0,6,14,0
522,CCCCCCCCC,1077,±0.7,15.63,±1,0.4,4,95.6,1,Ar,1339,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,7,,,,0,2,0,0,6,0,0,0,0,0,6,14,0
523,CCCCCCCCC,1160,±0.7,14.81,±1,0.4,4,95.6,1,Ar,534,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,7,,,,0,2,0,0,6,0,0,0,0,0,6,14,0
524,CCCCCCCCC,1278,±0.7,14.5,±1,0.4,4,95.6,1,Ar,122,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,7,,,,0,2,0,0,6,0,0,0,0,0,6,14,0
525,CCCCCCCCC,1107,±0.7,14.8,±1,0.4,4,95.6,1,Ar,965,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,7,,,,0,2,0,0,6,0,0,0,0,0,6,14,0
526,CCCCCCCCC,1233,±0.7,14.94,±1,0.4,4,95.6,1,Ar,216,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,7,,,,0,2,0,0,6,0,0,0,0,0,6,14,0
527,CCCCCCCCC,1207,±0.7,15.19,±1,0.4,4,95.6,1,Ar,306,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,7,,,,0,2,0,0,6,0,0,0,0,0,6,14,0
528,CCCCCCCCC,1055,±0.7,15.41,±1,0.4,4,95.6,1,Ar,1787,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,7,,,,0,2,0,0,6,0,0,0,0,0,6,14,0
529,CCCCCCCCC,1243,±0.7,13.52,±1,0.4,4,95.6,1,Ar,197,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,7,,,,0,2,0,0,6,0,0,0,0,0,6,14,0
530,CCCCCCCCC,1203,±0.7,15.11,±1,0.2,4,95.8,0.5,Ar,322,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,7,,,,0,2,0,0,6,0,0,0,0,0,6,14,0
531,CCCCCCCCC,1137,±0.7,15.31,±1,0.2,4,95.8,0.5,Ar,855,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,7,,,,0,2,0,0,6,0,0,0,0,0,6,14,0
532,CCCCCCCCC,1145,±0.7,15.3,±1,0.2,4,95.8,0.5,Ar,776,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,7,,,,0,2,0,0,6,0,0,0,0,0,6,14,0
533,CCCCCCCCC,1186,±0.7,15.09,±1,0.2,4,95.8,0.5,Ar,442,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,7,,,,0,2,0,0,6,0,0,0,0,0,6,14,0
534,CCCCCCCCC,1199,±0.7,15.2,±1,0.2,4,95.8,0.5,Ar,335,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,7,,,,0,2,0,0,6,0,0,0,0,0,6,14,0
535,CCCCCCCCC,1301,±0.7,14.25,±1,0.2,4,95.8,0.5,Ar,89,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,7,,,,0,2,0,0,6,0,0,0,0,0,6,14,0
536,CCCCCCCCC,1272,±0.7,14.41,±1,0.2,4,95.8,0.5,Ar,134,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,7,,,,0,2,0,0,6,0,0,0,0,0,6,14,0
537,CCCCCCCCC,1221,±0.7,14.8,±1,0.2,4,95.8,0.5,Ar,283,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,7,,,,0,2,0,0,6,0,0,0,0,0,6,14,0
538,CCCCCCCCC,1217,±0.7,14.79,±1,0.4,4,95.6,2,Ar,281,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,7,,,,0,2,0,0,6,0,0,0,0,0,6,14,0
539,CCCCCCCCC,1164,±0.7,15.31,±1,0.4,4,95.6,2,Ar,456,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,7,,,,0,2,0,0,6,0,0,0,0,0,6,14,0
540,CCCCCCCCC,1129,±0.7,15.7,±1,0.4,4,95.6,2,Ar,638,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,7,,,,0,2,0,0,6,0,0,0,0,0,6,14,0
541,CCCCCCCCC,1290,±0.7,14.88,±1,0.4,4,95.6,2,Ar,117,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,7,,,,0,2,0,0,6,0,0,0,0,0,6,14,0
542,CCCCCCCCC,1051,±0.7,15.39,±1,0.4,4,95.6,2,Ar,1341,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,7,,,,0,2,0,0,6,0,0,0,0,0,6,14,0
543,CCCCCCCCC,1053,±0.7,14.88,±1,0.4,4,95.6,2,Ar,1318,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,7,,,,0,2,0,0,6,0,0,0,0,0,6,14,0
544,CCCCCCCCC,1075,±0.7,15.14,±1,0.4,4,95.6,2,Ar,1007,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,7,,,,0,2,0,0,6,0,0,0,0,0,6,14,0
545,CCCCCC,1284,±0.7,1.92,±1,0.42,4,95.58,1,Ar,1317,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,4,,,,0,2,0,0,3,0,0,0,0,0,6,8,0
546,CCCCCC,1353,±0.7,1.9,±1,0.42,4,95.58,1,Ar,623,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,4,,,,0,2,0,0,3,0,0,0,0,0,6,8,0
547,CCCCCC,1358,±0.7,1.76,±1,0.42,4,95.58,1,Ar,688,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,4,,,,0,2,0,0,3,0,0,0,0,0,6,8,0
548,CCCCCC,1470,±0.7,1.77,±1,0.42,4,95.58,1,Ar,176,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,4,,,,0,2,0,0,3,0,0,0,0,0,6,8,0
549,CCCCCC,1375,±0.7,1.86,±1,0.42,4,95.58,1,Ar,483,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,4,,,,0,2,0,0,3,0,0,0,0,0,6,8,0
550,CCCCCC,1237,±0.7,1.93,±1,0.42,4,95.58,1,Ar,2706,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,4,,,,0,2,0,0,3,0,0,0,0,0,6,8,0
551,CCCCCC,1273,±0.7,3.32,±1,0.42,4,95.58,1,Ar,1046,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,4,,,,0,2,0,0,3,0,0,0,0,0,6,8,0
552,CCCCCC,1396,±0.7,3.6,±1,0.42,4,95.58,1,Ar,301,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,4,,,,0,2,0,0,3,0,0,0,0,0,6,8,0
553,CCCCCC,1250,±0.7,3.1,±1,0.42,4,95.58,1,Ar,1805,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,4,,,,0,2,0,0,3,0,0,0,0,0,6,8,0
554,CCCCCC,1386,±0.7,3.48,±1,0.42,4,95.58,1,Ar,291,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,4,,,,0,2,0,0,3,0,0,0,0,0,6,8,0
555,CCCCCC,1407,±0.7,3.43,±1,0.42,4,95.58,1,Ar,263,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,4,,,,0,2,0,0,3,0,0,0,0,0,6,8,0
556,CCCCCC,1475,±0.7,1.77,±1,0.21,4,95.79,0.5,Ar,78,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,4,,,,0,2,0,0,3,0,0,0,0,0,6,8,0
557,CCCCCC,1274,±0.7,1.76,±1,0.21,4,95.79,0.5,Ar,1225,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,4,,,,0,2,0,0,3,0,0,0,0,0,6,8,0
558,CCCCCC,1361,±0.7,1.89,±1,0.21,4,95.79,0.5,Ar,303,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,4,,,,0,2,0,0,3,0,0,0,0,0,6,8,0
559,CCCCCC,1367,±0.7,1.67,±1,0.21,4,95.79,0.5,Ar,308,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,4,,,,0,2,0,0,3,0,0,0,0,0,6,8,0
560,CCCCCC,1403,±0.7,1.69,±1,0.21,4,95.79,0.5,Ar,196,Species,OH,±3,306,14.13,Stanford,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,2,4,,,,0,2,0,0,3,0,0,0,0,0,6,8,0
561,CCCC,1405,±1,1.19,±1,1,6.5,92.5,1,Ar,415,Speceis,CH,±5,431,15.3,Stanford,Autoignition_ n_Alkane / Horning_2001_thesis,2,2,,,,0,2,0,0,1,0,0,0,0,0,6,4,0
562,CCCC,1405,±1,1.18,±1,1,6.5,92.5,1,Ar,420,Speceis,CH,±5,431,15.3,Stanford,Autoignition_ n_Alkane / Horning_2001_thesis,2,2,,,,0,2,0,0,1,0,0,0,0,0,6,4,0
563,CCCC,1409,±1,1.17,±1,1,6.5,92.5,1,Ar,390,Speceis,CH,±5,431,15.3,Stanford,Autoignition_ n_Alkane / Horning_2001_thesis,2,2,,,,0,2,0,0,1,0,0,0,0,0,6,4,0
564,CCCC,1447,±1,1.14,±1,1,6.5,92.5,1,Ar,244,Speceis,CH,±5,431,15.3,Stanford,Autoignition_ n_Alkane / Horning_2001_thesis,2,2,,,,0,2,0,0,1,0,0,0,0,0,6,4,0
565,CCCC,1478,±1,1.2,±1,1,6.5,92.5,1,Ar,171,Speceis,CH,±5,431,15.3,Stanford,Autoignition_ n_Alkane / Horning_2001_thesis,2,2,,,,0,2,0,0,1,0,0,0,0,0,6,4,0
566,CCCC,1483,±1,1.32,±1,1,6.5,92.5,1,Ar,161,Speceis,CH,±5,431,15.3,Stanford,Autoignition_ n_Alkane / Horning_2001_thesis,2,2,,,,0,2,0,0,1,0,0,0,0,0,6,4,0
567,CCCC,1407,±1,1.99,±1,1,6.5,92.5,1,Ar,297,Speceis,CH,±5,431,15.3,Stanford,Autoignition_ n_Alkane / Horning_2001_thesis,2,2,,,,0,2,0,0,1,0,0,0,0,0,6,4,0
568,CCCC,1400,±1,2.03,±1,1,6.5,92.5,1,Ar,335,Speceis,CH,±5,431,15.3,Stanford,Autoignition_ n_Alkane / Horning_2001_thesis,2,2,,,,0,2,0,0,1,0,0,0,0,0,6,4,0
569,CCCC,1445,±1,2.02,±1,1,6.5,92.5,1,Ar,186,Speceis,CH,±5,431,15.3,Stanford,Autoignition_ n_Alkane / Horning_2001_thesis,2,2,,,,0,2,0,0,1,0,0,0,0,0,6,4,0
570,CCCC,1454,±1,2,±1,1,6.5,92.5,1,Ar,170,Speceis,CH,±5,431,15.3,Stanford,Autoignition_ n_Alkane / Horning_2001_thesis,2,2,,,,0,2,0,0,1,0,0,0,0,0,6,4,0
571,CCCC,1415,±1,3.8,±1,1,6.5,92.5,1,Ar,189,Speceis,CH,±5,431,15.3,Stanford,Autoignition_ n_Alkane / Horning_2001_thesis,2,2,,,,0,2,0,0,1,0,0,0,0,0,6,4,0
572,CCCC,1399,±1,3.81,±1,1,6.5,92.5,1,Ar,243,Speceis,CH,±5,431,15.3,Stanford,Autoignition_ n_Alkane / Horning_2001_thesis,2,2,,,,0,2,0,0,1,0,0,0,0,0,6,4,0
605,CCCC,1253,±3,1.25,,0.95,6.19,92.86,1,Ar,1791,Speceis,CH,±2.36,430,11.5,Xi’an_Jiaotong,C1_C4_Alkanes,2,2,,,,0,2,0,0,1,0,0,0,0,0,6,4,0
606,CCCC,1332,±3,1.39,,0.95,6.19,92.86,1,Ar,797,Speceis,CH,±2.36,430,11.5,Xi’an_Jiaotong,C1_C4_Alkanes,2,2,,,,0,2,0,0,1,0,0,0,0,0,6,4,0
607,CCCC,1386,±3,1.49,,0.95,6.19,92.86,1,Ar,485,Speceis,CH,±2.36,430,11.5,Xi’an_Jiaotong,C1_C4_Alkanes,2,2,,,,0,2,0,0,1,0,0,0,0,0,6,4,0
608,CCCC,1450,±3,1.24,,0.95,6.19,92.86,1,Ar,267,Speceis,CH,±2.36,430,11.5,Xi’an_Jiaotong,C1_C4_Alkanes,2,2,,,,0,2,0,0,1,0,0,0,0,0,6,4,0
609,CCCC,1511,±3,1.23,,0.95,6.19,92.86,1,Ar,155,Speceis,CH,±2.36,430,11.5,Xi’an_Jiaotong,C1_C4_Alkanes,2,2,,,,0,2,0,0,1,0,0,0,0,0,6,4,0
610,CCCC,1585,±3,1.24,,0.95,6.19,92.86,1,Ar,70,Speceis,CH,±2.36,430,11.5,Xi’an_Jiaotong,C1_C4_Alkanes,2,2,,,,0,2,0,0,1,0,0,0,0,0,6,4,0
611,CCCC,1250,±3,1.24,,0.95,6.19,92.86,1,Ar,1898,Speceis,CH,±2.36,430,11.5,Xi’an_Jiaotong,C1_C4_Alkanes,2,2,,,,0,2,0,0,1,0,0,0,0,0,6,4,0
612,CCCC,1276,±3,1.23,,0.95,6.19,92.86,1,Ar,1432,Speceis,CH,±2.36,430,11.5,Xi’an_Jiaotong,C1_C4_Alkanes,2,2,,,,0,2,0,0,1,0,0,0,0,0,6,4,0
613,CCCC,1281,±3,5.46,,0.95,6.19,92.86,1,Ar,814,Speceis,CH,±2.36,430,11.5,Xi’an_Jiaotong,C1_C4_Alkanes,2,2,,,,0,2,0,0,1,0,0,0,0,0,6,4,0
614,CCCC,1355,±3,5.5,,0.95,6.19,92.86,1,Ar,322,Speceis,CH,±2.36,430,11.5,Xi’an_Jiaotong,C1_C4_Alkanes,2,2,,,,0,2,0,0,1,0,0,0,0,0,6,4,0
615,CCCC,1400,±3,5.3,,0.95,6.19,92.86,1,Ar,199,Speceis,CH,±2.36,430,11.5,Xi’an_Jiaotong,C1_C4_Alkanes,2,2,,,,0,2,0,0,1,0,0,0,0,0,6,4,0
616,CCCC,1477,±3,5.32,,0.95,6.19,92.86,1,Ar,93,Speceis,CH,±2.36,430,11.5,Xi’an_Jiaotong,C1_C4_Alkanes,2,2,,,,0,2,0,0,1,0,0,0,0,0,6,4,0
617,CCCC,1543,±3,5.42,,0.95,6.19,92.86,1,Ar,46,Speceis,CH,±2.36,430,11.5,Xi’an_Jiaotong,C1_C4_Alkanes,2,2,,,,0,2,0,0,1,0,0,0,0,0,6,4,0
618,CCCC,1230,±3,5.44,,0.95,6.19,92.86,1,Ar,1457,Speceis,CH,±2.36,430,11.5,Xi’an_Jiaotong,C1_C4_Alkanes,2,2,,,,0,2,0,0,1,0,0,0,0,0,6,4,0
619,CCCCCCCCCC,1470, ±1.5,1.23,,0.2,3.1,96.7,1,Ar,180,Species,CH,±5,431,15.3,Stanford,Horning_2001_thesis / Autoignition_ n_Alkane,2,8,,,,0,2,0,0,7,0,0,0,0,0,6,16,0
620,CCCCCCCCCC,1445, ±1.5,1.24,,0.2,3.1,96.7,1,Ar,290,Species,CH,±5,431,15.3,Stanford,Horning_2001_thesis / Autoignition_ n_Alkane,2,8,,,,0,2,0,0,7,0,0,0,0,0,6,16,0
621,CCCCCCCCCC,1397, ±1.5,1.26,,0.2,3.1,96.7,1,Ar,480,Species,CH,±5,431,15.3,Stanford,Horning_2001_thesis / Autoignition_ n_Alkane,2,8,,,,0,2,0,0,7,0,0,0,0,0,6,16,0
622,CCCCCCCCCC,1456, ±1.5,1.24,,0.2,3.1,96.7,1,Ar,235,Species,CH,±5,431,15.3,Stanford,Horning_2001_thesis / Autoignition_ n_Alkane,2,8,,,,0,2,0,0,7,0,0,0,0,0,6,16,0
