Constant,log_P(atm),log_Fuel(%),log_Oxidizer(%),T0/S_H__T,T0/T,Training_R2,Testing_R2
-2.0573,-0.6978,-0.5086,-0.0203,5.4261,11.4355,0.9868598228963564,0.706346968072979
