features,VIF Factor
CRIM,2.369044295781232
ZN,2.7363252324906475
INDUS,6.5810901971302895
CHAS,1.159239011213227
NOX,4.8885732123319965
RM,3.2329882388813203
AGE,3.2253573199026615
DIS,4.013900998365281
RAD,5.874283054231635
TAX,9.121800749238453
PTRATIO,2.6219358594780617
B,1.6396632510923081
LSTAT,2.816392845023278
