Constant,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,Training_R2,Testing_R2
52.67,-0.1653,0.1094,-0.029,2.8798,-17.8538,2.8762,-0.0307,-1.964,0.3134,-0.0085,-1.0476,0.0052,-0.5951,0.9438513417139196,0.657156203876758
