Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,Training_R2,Testing_R2
6.584,-3.8772,16.5062,28.5802,9.0552,-22.4298,-15.7948,16.3196,0.9130803243082368,
6.584,-3.8772,16.5062,28.5802,9.0552,-22.4298,-15.7948,16.3196,0.9130803243082367,
