Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,Training_R2,Testing_R2
2.2888,0.1719,11.1751,5.3719,3.8194,-10.8641,-4.5925,8.9344,0.9493897603923028,
2.2888,0.1719,11.1751,5.3719,3.8194,-10.8641,-4.5925,8.9344,0.9493897603923027,
