Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,Training_R2,Testing_R2
0.6988,7.5642,1.166,7.1389,-2.9676,-1.3785,7.4715,5.7805,0.9781027633350158,
0.6988,7.5642,1.166,7.1389,-2.9676,-1.3785,7.4715,5.7805,0.9781027633350158,
