Constant,log_P(atm),log_Fuel(%),log_Oxidizer(%),T0/S_H__T,T0/T,Training_R2,Testing_R2
-1.4458,-0.4461,-0.3852,0.0676,4.4133,8.0888,0.9557408663374929,0.8363709084588102
