Constant,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,Training_R2,Testing_R2
29.1904,-0.1136,0.025,0.0313,2.0331,-13.6231,2.8724,-0.0034,-1.1602,0.2202,-0.0108,-0.6001,0.0091,-0.5049,0.9568154129251503,
