Constant,len,dia,hei,w_wei,sh_wei,v_wei,rings,training_adj_r2
2.5620679092972782,0.3091656723111233,10.893315674292758,8.853883852992535,5.989249218248109,9.228097244905948,-7.197842405261659,0,0.9981289577756576
2.5620679092972787,0.30916567231111536,10.893315674292808,8.853883852992531,5.989249218248117,9.228097244905953,-7.197842405261639,0,0.9981289577756576
