Constant,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,Training_R2,Testing_R2
37.734,-0.1364,0.025,-0.0017,0.5845,-11.2152,2.0667,-0.0022,-1.0074,0.2646,-0.0194,-0.7543,0.0046,-0.4352,0.9650450947069791,0.9545346478330061
