features,VIF Factor
CRIM,3.0084140288221044
ZN,1.9218768622174145
INDUS,2.623003157723101
CHAS,1.2822664758540994
NOX,5.487241617048591
RM,1.6619332038885442
AGE,3.1263909987809364
DIS,4.251759395659199
RAD,6.789519522558246
TAX,4.818884931052542
PTRATIO,1.5171412665816044
B,2.9507745059813355
LSTAT,4.218828565431704
