Constant,log_P(atm),log_Fuel(%),log_Oxidizer(%),T0/S_H__T,T0/T,Training_R2,Testing_R2
-1.9404,-0.6155,-0.466,0.0983,2.8160000000000003,10.0818,0.8796837240552516,0.8634938684250321
-1.9404,-0.6155,-0.466,0.0983,2.8160000000000003,10.0818,0.8796837240552516,0.8634938684250321
-1.9404,-0.6155,-0.466,0.0983,2.8160000000000003,10.0818,0.8796837240552516,0.8634938684250321
-1.9404,-0.6155,-0.466,0.0983,2.8160000000000003,10.0818,0.8796837240552516,0.8634938684250321
-1.9404,-0.6155,-0.466,0.0983,2.8160000000000003,10.0818,0.8796837240552516,0.8634938684250321
-1.9404,-0.6155,-0.466,0.0983,2.8160000000000003,10.0818,0.8796837240552516,0.8634938684250321
-1.9404,-0.6155,-0.466,0.0983,2.8160000000000003,10.0818,0.8796837240552516,0.8634938684250321
-1.9404,-0.6155,-0.466,0.0983,2.8160000000000003,10.0818,0.8796837240552516,0.8634938684250321
-1.9404,-0.6155,-0.466,0.0983,2.8160000000000003,10.0818,0.8796837240552516,0.8634938684250321
-1.9404,-0.6155,-0.466,0.0983,2.8160000000000003,10.0818,0.8796837240552516,0.8634938684250321
-1.9404,-0.6155,-0.466,0.0983,2.8160000000000003,10.0818,0.8796837240552516,0.8634938684250321
-1.9404,-0.6155,-0.466,0.0983,2.8160000000000003,10.0818,0.8796837240552516,0.8634938684250321
-1.9404,-0.6155,-0.466,0.0983,2.8160000000000003,10.0818,0.8796837240552516,0.8634938684250321
-1.9404,-0.6155,-0.466,0.0983,2.8160000000000003,10.0818,0.8796837240552516,0.8634938684250321
-1.9404,-0.6155,-0.466,0.0983,2.8160000000000003,10.0818,0.8796837240552516,0.8634938684250321
-2.0045,-0.6213,-0.4875,0.08800000000000001,2.8983,10.2023,0.7890379898735733,0.7324685310261512
-1.8863,-0.63,-0.4741,0.1113,2.6151,10.0507,0.7541317812240795,0.8322603676546556
-1.8863,-0.63,-0.4741,0.1113,2.6151,10.0507,0.7541317812240795,0.8322603676546556
