Constant,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,Training_R2,Testing_R2
128.4398,0.1161,-0.2614,-0.0373,0.1,-0.0036,0.0255,-0.087,-12.8488,0.8286,0.0745,0.2381,0.8127188610078299,
128.4398,0.1161,-0.2614,-0.0373,0.1,-0.0036,0.0255,-0.087,-12.8488,0.8286,0.0745,0.2381,0.8127188610078322,
