Constant,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,Training_R2,Testing_R2
145.0112,-0.03,-0.183,0.0019,0.0728,0.0104,0.0103,0.1344,-14.3674,0.1913,0.0608,0.147,0.9912052189442164,
145.0112,-0.03,-0.183,0.0019,0.0728,0.0104,0.0103,0.1344,-14.3674,0.1913,0.0608,0.147,0.9912052189442165,
