Constant,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,Training_R2,Testing_R2
157.0048,0.026000000000000002,-0.1904,0.0123,0.0823,-0.0002,0.0298,0.0471,-15.6374,0.4395,0.0701,0.1681,0.9958788788533226,
157.0048,0.026,-0.1904,0.0123,0.0823,-0.0002,0.0298,0.0471,-15.6374,0.4395,0.0701,0.1681,0.9958788788533228,
