Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,Training_R2,Testing_R2
1.4708,-3.8935,15.9865,3.3594,5.0183,-12.7259,-5.6762,5.6982,0.9806110378344864,0.9488218607672402
1.4708,-3.8935,15.9865,3.3594,5.0183,-12.7259,-5.6762,5.6982,0.9806110378344864,0.9488218607672402
6.6571,-10.7019,15.6319,38.9849,11.4676,-24.8282,-18.174,18.0997,0.9930904722341363,0.9943202508501545
