Constant,female,male,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,Training_R2,Testing_R2
3.7247,1.0109,0.9604,-3.1941,10.1147,25.4979,10.0824,-21.6354,-13.8854,10.9293,0.9851493481901512,0.9791033203345548
