Constant,female,male,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,Training_R2,Testing_R2
5.4502,0.7159,0.5681,-5.2247,13.361,41.306,12.9979,-25.892,-23.4262,13.5223,0.9817787208171492,0.9737396505915101
