Constant,female,male,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,Training_R2,Testing_R2
1.8847,0.428,0.5105,3.3038,8.5821,5.3714,3.7946,-11.8923,-4.0237,8.7198,0.9836683902618183,0.9834200125285294
