Constant,female,male,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,Training_R2,Testing_R2
2.5404,0.5861,0.6945,2.0193,7.2644,13.108,5.7605,-15.3299,-5.9509,8.9218,0.9881785159100588,0.9906735526653794
