Constant,female,male,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,Training_R2,Testing_R2
4.2949,0.8989,0.9838,-4.7029,13.4313,37.5836,11.9892,-25.6478,-19.2253,12.9903,0.9924117758984577,0.996878565085055
