Constant,female,male,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,Training_R2,Testing_R2
9.7366,0.5652,0.1772,-7.8599,4.4171,53.7456,10.3404,-24.5601,-28.9099,32.1344,0.9824327485530163,0.947980925577459
