Constant,female,male,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,Training_R2,Testing_R2
0.9055,0.3572,0.4163,2.7873,10.5736,-3.6565,4.4552,-11.6505,0.3611,2.5921,0.9898884712360829,0.995839518571159
