Constant,Testing_R2,Training_R2,dia,female,hei,infant,len,male,s_wei,sh_wei,v_wei,w_wei
6.0964,0.9376929899793259,0.9240172171999308,12.6638,2.2801,41.7281,1.4812,-8.2996,2.3351,-26.0864,10.8207,-26.5088,15.0158
7.3143,0.9280629936870652,0.9211461014975116,8.0543,,26.6148,,-0.1889,,-26.2306,11.9537,-24.3334,15.1539
7.3143,0.9280629936870652,0.9211461014975116,8.0543,,26.6148,,-0.1889,,-26.2306,11.9537,-24.3334,15.1539
7.3143,0.9280629936870652,0.9211461014975116,8.0543,,26.6148,,-0.1889,,-26.2306,11.9537,-24.3334,15.1539
7.3143,0.9280629936870652,0.9211461014975117,8.0543,,26.6148,,-0.1889,,-26.2306,11.9537,-24.3334,15.1539
