Constant,log_P(atm),log_Fuel(%),log_Oxidizer(%),T0/S_H__T,T0/T,Training_R2,Testing_R2
-2.3545,-0.7305,-0.3609,-0.1303,3.489,12.2125,0.9386648608065952,0.9623438041247512
-2.3432,-0.7095,-0.2873,-0.1894,2.1224,12.5217,0.9325330523501149,0.9583884279337254
-2.0359,-0.6704,-0.1897,-0.2745,0.9890000000000001,12.5037,0.92568284701535,0.9382365319980904
-1.5191,-0.7186,-0.4029,-0.0545,2.2374,11.0279,0.9355908885291316,0.8950356075829009
-2.037,-0.74,-0.3426,-0.1199,2.4351,11.9338,0.932717763245769,0.9363412809282924
-1.4975,-0.7004,-0.4533,0.0081,3.2097,10.7093,0.9272991108846802,0.9239150528811652
-2.2778,-0.7336,-0.3053,-0.1705,1.7513,12.4608,0.9360070526916956,0.8474313481014902
-2.1213,-0.7255,-0.4772,-0.0047,4.4689,11.3755,0.9323974220499333,0.929286286688964
-2.0695,-0.7327,-0.2922,-0.165,1.7567,12.171,0.9277480765211664,0.9555472019863
-1.9252,-0.7422,-0.3356,-0.1288,1.904,11.8805,0.9352948205806584,0.7906260394143001
-2.1087,-0.6783,-0.3253,-0.1384,3.0223,11.95,0.9253132350742108,0.9853673085961964
-1.6234,-0.7063,-0.4834,0.0411,4.5081,10.6258,0.9309833041780692,0.6805113978687211
-2.0661,-0.6890000000000001,-0.2201,-0.2402,1.8653,12.3333,0.9222962827220051,0.981841215221864
-1.9007,-0.7486,-0.5003,0.0209,3.9577,11.1009,0.9408088891008256,0.9778979933018002
-2.3156,-0.7093,-0.3202,-0.1555,3.0288,12.2785,0.9363706319531812,0.9164808491254685
-2.0706,-0.7115,-0.276,-0.1852,1.5465,12.2199,0.9441708783058231,0.784691154925875
