Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,Training_R2,Testing_R2
2.0943,1.2522,10.5652,3.7289999999999996,4.2507,-11.5083,-4.3653,8.092,0.8861899781892764,
2.0943,1.2522,10.5652,3.729,4.2507,-11.5083,-4.3653,8.092,0.8861899781892765,
