T0/S_H__T,T0/T,log_Fuel(%),log_Oxidizer(%),log_P(atm)
0.07355267130733131,0.8043774313427059,-0.8315072970547505,1.9587577494801631,1.4399258690670915
0.07305920429925278,0.8054856596216089,-0.8021493951086898,2.004041141068924,1.4269460619236989
0.07190112037734014,0.8029441993479758,-0.8614625641774157,1.958904817185364,1.4397017469391118
0.07296892361035053,0.8039132591191327,-0.7759729790091491,2.03016184988269,1.3927712330032755
0.07460482434845045,0.807532751712465,-0.7676910894621527,2.034740930865897,1.4409264633338648
0.07407720526636581,0.8000383415044742,-0.8145021192795171,1.9545544268357524,1.4352425594396254
0.07202167568077539,0.8050890175134396,-0.7814387966754736,2.013222188492963,1.4501952766812198
0.07300236012098943,0.8034487739742069,-0.8303465134841039,1.9823477595420789,1.4398048123932323
0.07354192250755699,0.8023856425659082,-0.7785181091267338,2.0161665934279758,1.4306787376750991
0.07173446825500637,0.8074622709563368,-0.7997971570040958,2.012444334097702,1.4394679924501643
0.07282539969941552,0.7986247858010204,-0.8470796045299708,1.943398519892036,1.4244464230521432
0.07290139263748484,0.8029855375613155,-0.8426323292524834,1.9714172056851864,1.4232250297749045
0.07132994617195591,0.8036394313480079,-0.8339203387791663,1.989993357089299,1.4478227737571194
0.07148334937425366,0.8034560013394707,-0.8285930793207471,1.9953694336216552,1.4496057017311716
0.071897479359637,0.8061564600086741,-0.8327513770605679,1.9838811492719368,1.4517710438720874
0.07165058277652901,0.8077475465456653,-0.8258571296617486,2.0039412394073115,1.4715791451457068
0.07377936871800223,0.8028445896066426,-0.7979778164680341,2.000241514779228,1.405380680371408
0.07309462208186011,0.8050954016465998,-0.8138719468636849,2.0051212684138053,1.462192197908531
0.07465594039150995,0.8000204903254847,-0.7886723318736407,1.9891669794987792,1.4144184932657953
0.07372187294784939,0.8012776234887283,-0.8042303562013181,1.9961464755268152,1.4245170821921942
0.07282974663039958,0.8054434188442972,-0.7809128908648906,2.025433340500345,1.437977508803637
0.07350092499808039,0.8059796181281684,-0.7773854294971084,2.016260342736502,1.430506324157143
0.07384481941218082,0.7999808699171812,-0.8148620659719129,1.979782651639328,1.4125770124793602
0.07376347253528373,0.8022994364877097,-0.7964739154885834,1.9965806590051736,1.4197819448877778
0.07458781048037183,0.8017833221611026,-0.8274872790636797,1.9551180371823784,1.4286486500249114
0.07422351237721346,0.8015436987023071,-0.797891562485173,1.9856216018993,1.3931971336219748
0.07342608774246556,0.806038204079467,-0.7864033082216387,2.0102161042973328,1.4371860917527883
0.0730953924753378,0.799956258894468,-0.8335052156036815,1.962135943100012,1.3968525136491734
0.07312182133410987,0.8055106773049789,-0.769745983812975,2.034493531767993,1.4319909416212468
0.0727694237442283,0.8030446985549955,-0.7940210075834072,2.023403049560508,1.455650448159798
0.07222571656582168,0.8044070115879352,-0.827875676092512,1.9696943835437308,1.4537939279059051
0.07384890115116496,0.8081514029217289,-0.7583607081405649,2.0508113592972834,1.4373714872262775
0.07215372460697896,0.8036003792795836,-0.8394161814836013,1.9651530885273687,1.4360691495413558
0.07189368599861852,0.8004507587685812,-0.8676454416900589,1.9618730510180948,1.4059208852293192
0.07219716041897534,0.8010533663418905,-0.8704526869305299,1.9504541855317123,1.4313739427430223
0.0747767944477789,0.8027614546157348,-0.7817548867442915,2.003134026179911,1.4098112748056295
0.07206616243139079,0.8062145344837376,-0.8058047612283461,2.0098132535526267,1.4531715725524033
0.07252931338332899,0.8022547774417709,-0.8492759071894209,1.956452217508576,1.388851614165816
0.07410561859505446,0.8003587974932955,-0.8091320282164473,1.982445977729632,1.3992701002064538
0.0736763443811334,0.8037384568114488,-0.7724520113987586,2.0250484411506933,1.4410891690649377
0.07117814605164473,0.8106949092339301,-0.8037069844776501,2.0348732618140692,1.4600924629618308
0.07109540056718339,0.8059366309348359,-0.8328648722071668,1.9889070449707345,1.4545725187755734
0.07228375450717127,0.8101993620841756,-0.7670342009385617,2.070498398534475,1.4761667409777568
0.07345042497535947,0.8029818507946871,-0.7967427022642536,2.0261143587059065,1.4335629185409633
0.07344425282524353,0.8082506422177921,-0.7639700710668816,2.072674924232048,1.4709503696667308
0.0727194362591343,0.8034589756514687,-0.8244974199333232,1.9912892737091044,1.4356908391383787
0.07197518415096751,0.8058056839534121,-0.8070147494403674,2.016605723506608,1.4697419237205087
0.07244328077810454,0.8061609604962638,-0.8067749478596207,1.9800426524207195,1.4428500796869854
0.07297699025691785,0.8044012129239703,-0.76703179105341,2.037392916201737,1.4406026963685457
0.0723219374108249,0.8061279445579541,-0.8065126542538216,2.016445510049098,1.465487162355012
0.07295037653513238,0.8050663369434033,-0.8012973662611309,1.9944655334512842,1.4256949772291645
0.07386223338029599,0.7983896556924472,-0.8372947564210849,1.9438849145140744,1.4047945587318378
0.0724906534780288,0.8084855735851342,-0.8070804032574062,2.0133163195280326,1.435950294891065
0.07209583594569519,0.8066115580842377,-0.7850705644336348,2.027854126138492,1.4235363905062142
0.0731527829520052,0.8034009295947785,-0.8013070266657926,1.9964397914318768,1.4166133186395191
