Constant,len,dia,hei,w_wei,sh_wei,v_wei,rings,training_adj_r2
0.2470555151626903,12.162180552849378,-2.789618920509554,7.489752300711771,-3.5500652674587663,6.291476568275154,6.421858322581187,0,0.9836539059775699
