Constant,log_P(atm),log_Fuel(%),log_Oxidizer(%),T0/S_H__T,T0/T,Training_R2,Testing_R2
-1.8077,-0.6003,-0.5497,0.1579,2.4582,9.7207,0.8667906224816438,0.8330373483387417
-2.2066,-0.6475,-0.5691,0.1495,3.6219,10.2363,0.8840248571573687,0.8156564759298981
-1.7476,-0.621,-0.5299,0.1462,2.4679,9.7386,0.8784916156212637,0.5452903057728113
-1.7404,-0.6041,-0.5362,0.1436,2.717,9.658,0.8559276940920684,0.8130684226927892
-2.095,-0.6235,-0.5537,0.1447,3.0063,10.0999,0.8872259164958554,0.7514016423960501
-1.9582,-0.6108,-0.5567,0.156,3.2799,9.8408,0.8789147936217259,0.9037305650100494
-1.6789,-0.5921,-0.5304,0.1469,2.7306,9.5371,0.8684970168676847,0.8088822652787307
-2.1952,-0.6105,-0.5242,0.1182,3.0259,10.2511,0.8820982477956195,0.8872753746994506
-1.8202,-0.6283,-0.5487,0.1647,2.5451,9.7564,0.8857566457761096,0.6556442639368255
-1.9765,-0.6462,-0.4986,0.0859,2.4679,10.262,0.8854323379871036,0.8118335010603479
-1.8719,-0.6166,-0.5649,0.1882,3.2232,9.6617,0.877718602512503,0.830006388389948
-2.2782,-0.6309,-0.5437,0.1174,3.2014,10.3795,0.8838421621864485,0.6817702595704869
-1.9277,-0.6474,-0.5524,0.1486,2.2281,10.0041,0.8812969053961245,0.9226511329740168
-1.5928,-0.6242,-0.45899999999999996,0.0905,2.0997,9.7806,0.8610369126435676,0.8742486940241614
-1.7084,-0.6122,-0.5105,0.1387,2.7573,9.6565,0.8762976997994978,0.8620556542785975
-1.7205,-0.6004,-0.4721,0.0842,2.1542,9.8707,0.8811669266500042,-0.314350248156797
-1.9323,-0.6335,-0.5328,0.1453,2.8028,9.9441,0.8781344851452321,0.6525899679763592
-1.9363,-0.5976,-0.5204,0.1367,2.9057,9.9032,0.8788949558650491,0.8141911761383893
-1.9641,-0.6177,-0.5415,0.1505,3.0588,9.9127,0.8774727089479231,0.8181747578539431
-1.814,-0.611,-0.5356,0.1501,3.0029,9.6982,0.8647861188887241,0.7494236834200141
-1.9581,-0.6455,-0.5071,0.1303,2.4881,10.0994,0.8833828408304066,0.8932250764579293
-1.7653,-0.6104,-0.5101,0.1111,2.7065,9.7986,0.8783894917786798,0.6087205235877244
-2.2902,-0.6671,-0.5309,0.1042,3.6043,10.5186,0.8805383307822797,0.8821918242868195
-2.1098,-0.6073,-0.5222,0.1113,3.2988,10.1626,0.8805569610829216,0.8037463716081983
-2.2105,-0.6254,-0.5157,0.1123,3.0465,10.3567,0.8813810315947401,0.884896923405734
-1.5798,-0.64,-0.5076,0.1864,1.6059,9.5309,0.8829250281915267,0.4308666893018381
-1.7344,-0.6459,-0.4584,0.1224,1.9396,9.8615,0.8754187253211538,0.908210438143956
-1.6142,-0.6148,-0.5199,0.1448,2.2389,9.5826,0.8648218446871696,0.7004424873925755
-1.9056,-0.6346,-0.487,0.1362,2.1514,10.0099,0.8854344764018309,0.8507522715462155
-1.7981,-0.6288,-0.5267,0.168,2.1814,9.7719,0.8856530668874999,0.8530118009983856
-2.0254,-0.6249,-0.53,0.1477,2.8671,10.0459,0.8819429956894236,0.8255503293381717
-1.7968,-0.5995,-0.5004,0.0886,2.7015,9.8873,0.8717675823712042,0.8681452781827402
-1.8859,-0.6077,-0.5462,0.1297,3.0297,9.8585,0.8797902274138045,0.6896674234562015
-1.7801,-0.6077,-0.4961,0.1164,2.9642,9.7908,0.8692879241379812,0.8181919852783726
-1.9464,-0.6397,-0.4969,0.1074,2.5522,10.1151,0.8790585807521679,0.8666887028075266
-1.8693,-0.6222,-0.5032,0.1253,2.4041,9.9633,0.8686005209048123,0.9294432794649604
-1.7709,-0.6059,-0.4937,0.096,2.5805,9.8898,0.8704753560199348,0.6998483528583552
-1.6019999999999999,-0.6051,-0.4903,0.1096,1.861,9.7019,0.8822361729834559,-0.058370715865878164
-1.9787,-0.617,-0.5204,0.154,2.8907,9.9059,0.8735260120795291,0.9036223270327808
-1.8266,-0.6183,-0.5159,0.1353,2.6616,9.8158,0.8725304889897425,0.9019420953489286
-1.9895,-0.6291,-0.4947,0.101,2.9083,10.1257,0.8769765781260691,0.8803226427212317
-1.6928,-0.6773,-0.5212,0.2044,2.3123,9.6408,0.8794534775973557,0.9303520610792796
-1.9323,-0.6384,-0.5539999999999999,0.1553,3.179,9.8849,0.8821006491760031,0.7683819497024532
-2.2164,-0.6485,-0.5601,0.1748,3.5986,10.134,0.8865568406669437,0.8176479616583455
-2.1334,-0.6119,-0.5025,0.0694,3.0797,10.3552,0.880447395849001,0.9273858795013454
-2.0827,-0.6451,-0.5354,0.1606,3.5552,10.0318,0.8788756797876454,0.8276008729344303
-1.9325,-0.6197,-0.5332,0.1499,2.9171,9.8867,0.8810282514134979,0.6317602328524705
-2.0946,-0.6312,-0.5286,0.1231,3.1837,10.1975,0.8745183337369742,0.7215062511388929
-1.964,-0.6549,-0.4884,0.1173,2.3399,10.1785,0.8854479228219445,0.7893352502959843
-2.1248,-0.631,-0.5429999999999999,0.1321,3.4015,10.1571,0.8751575800505057,0.7145544322225468
-2.1779,-0.6409999999999999,-0.5044,0.0984,3.0165,10.4161,0.878897772389721,0.7955278509413966
-2.2733,-0.6425,-0.5766,0.1857,4.4125,10.1218,0.8777237924270054,0.8274186901100369
-1.7194,-0.616,-0.5315,0.1715,2.1199,9.6474,0.875563790144991,0.8584775640841948
-1.9714,-0.6165,-0.5291,0.138,3.3824,9.9479,0.869419477794275,0.7949348381422973
-2.0791,-0.6128,-0.5328,0.1144,3.3133,10.1202,0.8827034914370282,0.7739459621503773
-1.7928,-0.6498,-0.5106,0.1339,2.0762,9.935,0.8817971680931072,0.7501244968711311
-1.7937,-0.599,-0.5223,0.1198,2.8549,9.7739,0.8741419097055845,0.8059107408353701
-1.8122,-0.6319,-0.5133,0.1371,2.3747,9.8505,0.8867598675143296,0.8318149482273285
-1.9146,-0.6259,-0.4683,0.0894,2.2574,10.135,0.8802897055557161,0.8434219692542154
-1.7134,-0.6376,-0.465,0.0969,2.0324,9.9356,0.8806505274528261,0.7597124800638365
-1.8489,-0.6037,-0.53,0.1813,2.8455,9.6632,0.8737305600092738,0.848604701808182
-1.6679,-0.6302,-0.4686,0.0926,2.3192,9.8494,0.8725395457171183,0.7019691216487847
-1.9885,-0.6212,-0.5548,0.1964,3.4217,9.763,0.8833135225369806,0.8637312202630827
-1.7385,-0.6315,-0.5,0.1288,2.5116,9.7754,0.8667038678706527,0.8925477553871082
-2.0952,-0.6376,-0.5553,0.1897,3.5175,9.9405,0.8814112069601608,0.8072729125883341
-2.1461,-0.6253,-0.5174,0.1049,3.2851,10.2634,0.8788872841451113,0.8208049237681636
-1.7482,-0.6195,-0.4973,0.1231,2.5124,9.8218,0.8810530816758358,0.8481488151830248
-1.9777,-0.6408,-0.4973,0.0906,2.1139,10.2632,0.8816152310856517,0.6980671568415457
-2.2455,-0.6179,-0.5255,0.101,3.3954,10.4045,0.8739429656269859,0.8506760245037431
-1.7121,-0.6167,-0.4969,0.1485,2.767,9.6609,0.8673695053308395,0.9235717248233918
-1.8583,-0.6156,-0.5109,0.1296,2.9376,9.8547,0.8701176789159415,0.8869962607234255
-1.7362,-0.6304,-0.4791,0.0947,1.6313,9.9736,0.8848889443888702,0.8496886692170276
-1.9501,-0.6189,-0.5604,0.1568,2.8086,9.8938,0.867219893619926,0.8656957839095692
-1.9632,-0.6343,-0.535,0.1571,2.8549,9.9259,0.8806197749815481,0.4067337476601484
-1.8876,-0.637,-0.485,0.1038,2.5514,10.0764,0.8786772122393787,0.7215106821244923
-1.7702,-0.5971,-0.5574,0.1978,2.8494,9.5222,0.8778266298408638,0.9067190829394604
-2.1317,-0.6299,-0.5362,0.1181,3.1394,10.2353,0.8740889282190971,0.9257718446594432
-1.692,-0.6386,-0.4882,0.1176,2.2365,9.824,0.8733605175556571,0.8689848459733625
-2.3784,-0.6451,-0.5612,0.1485,3.8155,10.3854,0.8669720877265628,0.9010485790909354
-1.6638,-0.615,-0.5283,0.1332,2.0811,9.6817,0.8666985552735746,0.8645653290031536
-1.751,-0.6443,-0.4861,0.0986,2.1308,9.9818,0.8705808732423191,0.8479773164291394
-2.046,-0.634,-0.4877,0.0895,2.5035,10.2914,0.8793699439667646,0.7714104540489277
-1.8067,-0.6328,-0.5469,0.1769,2.3,9.7361,0.8741815825766469,0.8720033560786786
-1.7049,-0.6306,-0.5071,0.1371,2.2733,9.764,0.8747773411246991,0.6325618635394827
-1.9299,-0.6392,-0.5346,0.142,2.2855,10.0113,0.8830459189470551,0.6940953214155543
-1.9275,-0.5923,-0.5017,0.102,2.7811,9.9679,0.8875780866839016,0.6957428200881695
-1.9492,-0.6297,-0.5165,0.1482,2.4916,9.9886,0.886533663453397,0.7791669495400492
-1.7728,-0.6202,-0.4711,0.0999,2.6716,9.8948,0.8702513568267531,0.8808799566902483
-1.6091,-0.612,-0.5064,0.1311,2.1734,9.6374,0.8770351277901307,0.4894294842312161
-1.7833,-0.6085,-0.494,0.1244,2.4476,9.8398,0.8797937253981221,0.9215908964346976
-2.1741,-0.6062,-0.5161,0.0933,3.7593,10.2523,0.8721103220631912,0.8405251225506407
-1.8403,-0.6204,-0.5176,0.1453,3.4385,9.751,0.8710935400672142,0.8059656438951684
-1.787,-0.6068,-0.5151,0.1332,2.3515,9.7821,0.8758382649163219,0.8626149139814073
-1.8075,-0.6278,-0.5483,0.1941,2.5311,9.6674,0.8843650485735681,0.8306178272144569
-1.9819,-0.5932,-0.6198,0.2303,3.3275,9.5875,0.8774600396708466,0.5971987789551585
-1.6504,-0.6428,-0.4891,0.1238,1.9947,9.7877,0.8700138550327441,0.7564457908947763
-2.1719,-0.6326,-0.5379,0.1249,3.3914,10.2302,0.8854803856067591,0.7762386015164255
-1.7921,-0.6235,-0.5565,0.1801,3.0103,9.6357,0.8741631899790762,-0.08730293233711682
-1.9431,-0.6411,-0.513,0.1101,2.4026,10.1254,0.8828839453173354,0.7204437301953918
-1.9198,-0.6181,-0.5192,0.1348,2.8207,9.9383,0.8813396059943592,0.8372538468328318
-1.8041,-0.6383,-0.5135,0.1421,2.6873,9.8222,0.8749433730350294,0.700275209248842
-2.046,-0.6382,-0.4808,0.0772,2.8646,10.2994,0.8726782901559809,0.955710578565198
-1.7723,-0.6334,-0.4712,0.1133,2.2856,9.925,0.8799673310532453,0.768611265588996
-1.6628,-0.6172,-0.4977,0.1318,2.5768,9.6536,0.8764472692878491,0.6355097199241635
-1.7891,-0.6088,-0.5315,0.1589,2.5929,9.6798,0.8750910524481139,0.9093273604884694
-1.9169,-0.6473,-0.5046,0.1267,2.5598,10.0739,0.8744651766252831,0.8363149772142803
-2.1689,-0.6319,-0.5239,0.0993,2.8188,10.3555,0.8726571560084211,0.9183868275029804
-1.8687,-0.6455,-0.5177,0.1396,2.3717,9.9582,0.8839009539775975,0.9207340277742706
-1.8416,-0.6117,-0.5252,0.129,2.8604,9.817,0.8714674779839737,0.7701166569234825
-1.69,-0.6416,-0.4902,0.1202,1.7469999999999999,9.8398,0.8768224346314665,0.7458735410608853
-1.8343,-0.6509,-0.5306,0.1635,2.8974,9.807,0.8769121838354976,0.7952601908398478
-1.5884,-0.5819,-0.518,0.1603,2.6915,9.3928,0.8681136246225524,0.6667809972455108
-1.7556,-0.6426,-0.4987,0.1029,2.1887,9.9406,0.8761580406705074,0.8676565832470895
-2.046,-0.6163,-0.5298,0.1281,3.2605,10.0435,0.8762620314083344,0.7907665252733025
-1.9083,-0.6184,-0.5378,0.1403,2.7662,9.8914,0.8668134380222591,0.9132715999808028
-1.7351,-0.5912,-0.5101,0.1279,2.418,9.7129,0.8743321155381403,0.8270273094024011
-1.6253,-0.6221,-0.5012,0.102,2.2888,9.7373,0.8708461125176901,0.8218216700089823
-1.8128,-0.6064,-0.5082,0.1086,2.5018,9.8622,0.8801672991332121,0.8060237981206675
-2.079,-0.6338,-0.5169,0.1222,3.1219,10.1812,0.8784571352685712,0.808127284679399
-1.8153,-0.5946,-0.5172,0.135,2.9527,9.7452,0.8748143367975598,0.8802663957026556
-1.8207,-0.6008,-0.5058,0.0874,2.4533,9.9283,0.8729701800973414,0.822859317580833
-1.8847,-0.6203,-0.5223,0.1112,2.6122,9.9757,0.8761071469882984,0.8695856233885316
-1.8902,-0.6001,-0.5134,0.1459,2.8215,9.8205,0.8753990655035107,0.8959800070606468
-2.1195,-0.628,-0.5364,0.1191,2.8825,10.2311,0.8724643645427661,0.9335947123860592
-2.1195,-0.6315,-0.52,0.1074,2.7661,10.279000000000002,0.8861756859434337,0.43197691700082064
-1.9681,-0.6271,-0.5088,0.0932,3.0714,10.1303,0.8754113795675488,0.854285414338614
-1.5267,-0.6237,-0.4724,0.1106,2.1209,9.63,0.8717467811666426,0.7903683860431266
-1.7429,-0.6251,-0.4928,0.1109,2.2042,9.872,0.8713733758784169,0.8407446716126288
-1.8472,-0.6112,-0.5624,0.1423,3.0341,9.7768,0.8725969643311455,0.8332509211878828
-1.7895,-0.6366,-0.4868,0.1153,1.9381,9.9473,0.8790735810705458,0.6073495547681127
-1.7176,-0.6195,-0.4983,0.1242,1.9535,9.8054,0.8806354854024809,0.6380057879302234
-2.19,-0.6098,-0.5766,0.1609,3.7991,10.0629,0.8743454704744842,0.783588715378739
-2.0505,-0.6199,-0.4786,0.0594,2.9813,10.3163,0.8727827543690025,0.9126899630170474
-1.6281,-0.6215,-0.4828,0.1015,1.8891,9.7787,0.8679040666072834,0.8768297459354125
-1.7617,-0.6159,-0.5237,0.1511,2.4014,9.725,0.8752745364686702,0.8732079851638895
-2.1765,-0.624,-0.5809,0.1604,3.8015,10.0592,0.8765383272169249,0.8965673569099688
-1.7542,-0.6338,-0.5073,0.1433,2.3912,9.8077,0.8746319014383497,0.8208837531331437
-1.7181,-0.6611,-0.4924,0.1484,1.8185,9.8486,0.8816201995775654,-0.26122546243447475
-1.8981,-0.6323,-0.5385,0.1688,2.6804,9.8225,0.8845583173242385,0.8290632666590168
-2.0777,-0.6302,-0.5157,0.1162,2.8242,10.2144,0.8673992286714508,0.905138906568074
-1.7776,-0.6031,-0.5189,0.1452,3.0981,9.6812,0.8710816243999774,0.8176748945595258
-1.6568,-0.6042,-0.4921,0.0999,2.456,9.7162,0.8718318467753349,0.7627312819175821
-1.6085,-0.6269,-0.4733,0.1151,2.0418,9.7268,0.8831322015858817,0.8580751848140996
-1.9442,-0.6214,-0.5359,0.1543,2.9014,9.8853,0.8845902572654063,0.7891777209158162
-1.9237,-0.5989,-0.521,0.1279,3.7318,9.833,0.8719572028659379,0.8902360736620817
-1.8727,-0.6277,-0.5011,0.122,2.498,9.9664,0.8748094872769518,0.8835550806259727
-1.7971,-0.6154,-0.5025,0.1246,2.3423,9.8608,0.8783245384570709,0.8607458473409693
-2.08,-0.6331,-0.5002,0.086,2.9593,10.3118,0.8763427826397847,0.8450463173849634
-1.8269,-0.6157,-0.5326,0.1344,2.5911,9.8236,0.8661581512517479,0.8259407531330467
-1.9168,-0.6204,-0.5304,0.1367,2.8573,9.9222,0.8769500226301224,0.8755760918964006
-1.773,-0.6437,-0.5224,0.1611,2.3966,9.7838,0.8691694247365775,0.9428626029200328
-1.9851,-0.5823,-0.5317,0.1323,3.6552,9.8688,0.8773810429777271,0.7696505825867019
-1.4523,-0.6141,-0.4673,0.1197,1.587,9.5567,0.8642967803790635,0.6772991352717448
-1.5393,-0.5898,-0.4634,0.1079,2.0385,9.5664,0.8751110248261613,0.8314076395630612
-1.7827,-0.6044,-0.5316,0.1767,2.8739,9.5797,0.8834037545063793,0.795844125343792
-1.6121,-0.6434,-0.4696,0.1169,2.1009,9.7576,0.8727503013394259,0.8598473900150783
-1.7776,-0.6422,-0.5046,0.1312,2.5012,9.8737,0.8784002355715275,0.9113216488211136
-2.0038,-0.6049,-0.5157,0.0973,3.1581,10.0817,0.8746650696091194,0.6267462225640231
-1.8967,-0.5954,-0.5516,0.196,3.543,9.5788,0.8721727748764335,0.8508723469050609
-1.761,-0.6267,-0.4992,0.1138,2.0363,9.9002,0.8818700182207974,0.6869376435639498
-2.2904,-0.6307,-0.5319,0.1044,3.2613,10.4823,0.8763043451914493,0.8841375453099073
-1.6851,-0.6035,-0.4971,0.1254,2.5972,9.6723,0.8705059418105539,0.8547540960947053
-1.9552,-0.6421,-0.5003,0.1158,2.5963,10.1189,0.8801962814760501,0.8379678570022326
-1.7237,-0.6251,-0.5289,0.1305,2.28,9.763,0.8828139577743999,0.902914796362854
-1.7315,-0.5929,-0.5254,0.1542,2.8711,9.5714,0.8682129173442196,0.8207131858017547
-1.7499,-0.6407,-0.49,0.1147,2.8255,9.847999999999999,0.8684553192735434,0.8860883617557621
-2.2309,-0.6365,-0.5403,0.1469,3.3801,10.2674,0.8793231453961908,0.8718390419671149
-1.7575,-0.6291,-0.5047,0.1347,2.2657,9.8118,0.8733169852840676,0.7697675009326079
-2.4383,-0.6428,-0.4923,0.0574,3.3098,10.8169,0.8727173623100986,0.876258291742468
-1.7174,-0.6153,-0.4936,0.1389,2.7636,9.6781,0.8733313663992848,0.8324779614262613
-1.7658,-0.6323,-0.5101,0.1247,1.9653,9.906,0.8823000888840565,0.7880963625085879
-1.9764,-0.6274,-0.5338,0.1222,2.8152,10.0507,0.8705909421120777,0.9327116114645448
-1.9158,-0.6162,-0.5296,0.1474,2.7421,9.8818,0.8706184072252956,0.8371386870373512
-1.8475,-0.6446,-0.5015,0.1235,2.3696,10.0119,0.8689211574428513,0.8737336071646452
-1.7339,-0.6242,-0.5119,0.1273,2.4723,9.7871,0.8800192856878358,0.7475687306925055
-1.8819,-0.6095,-0.5287,0.1319,2.9326,9.8552,0.8770829417217401,0.8745101812798608
-1.9079,-0.6081,-0.5381,0.14,2.7873,9.8815,0.8711641678753137,0.8960320120032039
-1.8888,-0.6099,-0.4922,0.1012,2.5688,10.011000000000001,0.8743375208901654,0.8362946544334922
-2.2242,-0.6485,-0.5244,0.1281,3.0311,10.3452,0.8837561746288666,0.8794029473894738
-1.7605,-0.6196,-0.5197,0.1232,2.3196,9.8428,0.8738842678868206,0.2921074996955816
-1.8961,-0.6084,-0.5714,0.2009,3.5189,9.6241,0.8701835871593363,0.893673099262969
-1.9081,-0.6356,-0.5266,0.1516,3.1666,9.8744,0.8770832528518174,0.8810176041391862
-2.0405,-0.6345,-0.5183,0.1186,2.7919,10.1677,0.8771026701042646,0.8058888928268124
-1.8561,-0.6304,-0.5219,0.1581,2.7863,9.7977,0.8811745664896775,0.36766604621044496
-1.8581,-0.6427,-0.5199,0.1405,2.6696,9.8977,0.8844814149294773,0.5387107110511176
-1.8296,-0.6202,-0.4848,0.1206,2.3783,9.9122,0.8759906420091217,0.8806558910232295
-1.8146,-0.6291,-0.5579999999999999,0.1829,2.4666,9.7233,0.8721180225145171,0.6985231293591536
-1.8758,-0.6463,-0.5364,0.1642,3.4545,9.8025,0.8737906978338676,0.7791209705043719
-1.9372,-0.6517,-0.5138,0.1375,2.654,10.0179,0.8836892362936434,0.8283408773596467
-1.8216,-0.6103,-0.5072,0.126,2.5554,9.8628,0.8826461068679033,0.3961842707170262
-1.9164,-0.6158,-0.5145,0.1272,2.5559,9.9514,0.8813515505467404,0.7606505674799441
-1.94,-0.6127,-0.5446,0.155,2.8937,9.8716,0.8789134753207973,0.8755745833966052
-1.9432,-0.6605,-0.5496,0.1915,2.4298,9.8913,0.884893975632987,0.8433417006929014
