Constant,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,Training_R2,Testing_R2
137.9776,0.0606,-0.1864,0.0,0.0782,-0.0002,0.0336,0.0047,-13.7981,0.5976,0.0734,0.2157,0.2790262685346462,-1.5894480488679252
